No.     Time           Source                Destination           Protocol Length Info
    276 6.066609000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    277 6.075954000    192.168.0.1           192.168.0.2           TCP      62     [TCP segment of a reassembled PDU]
    278 6.076088000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1544 Win=65250 Len=0
    279 6.076299000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    280 6.076344000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    281 6.076387000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1546 Win=65248 Len=0
    282 6.107953000    192.168.0.1           192.168.0.2           TCP      83     [TCP segment of a reassembled PDU]
    283 6.108431000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    284 6.108503000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1576 Win=65218 Len=0
    285 6.108541000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    286 6.143103000    192.168.0.1           192.168.0.2           TCP      86     [TCP segment of a reassembled PDU]
    287 6.143242000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1609 Win=65185 Len=0
    288 6.143638000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    289 6.143684000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    290 6.143728000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1611 Win=65183 Len=0
    292 6.224384000    192.168.0.1           192.168.0.2           TCP      130    [TCP segment of a reassembled PDU]
    293 6.224864000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    294 6.224900000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1688 Win=65106 Len=0
    295 6.224924000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    296 6.315718000    192.168.0.1           192.168.0.2           TCP      138    [TCP segment of a reassembled PDU]
    297 6.315784000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1773 Win=65021 Len=0
    298 6.316146000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    299 6.316161000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    300 6.316177000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1775 Win=65019 Len=0
    301 6.344889000    192.168.0.1           192.168.0.2           TCP      80     [TCP segment of a reassembled PDU]
    302 6.344993000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    303 6.345058000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1802 Win=64992 Len=0
    304 6.345442000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    305 6.476562000    192.168.0.1           192.168.0.2           TCP      70     [TCP segment of a reassembled PDU]
    306 6.476637000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1819 Win=64975 Len=0
    307 6.476661000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    308 6.476976000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    309 6.477005000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1821 Win=64973 Len=0
    310 6.477018000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    311 6.477364000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    312 6.477394000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1828 Win=64966 Len=0
    313 6.477408000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    314 6.488790000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    315 6.488865000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1834 Win=64960 Len=0
    316 6.489405000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    317 6.489462000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    318 6.489503000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1836 Win=64958 Len=0
    319 6.489527000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    320 6.489861000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    321 6.489930000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1843 Win=64951 Len=0
    322 6.489956000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    323 6.491395000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    324 6.491475000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1849 Win=64945 Len=0
    325 6.491839000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    326 6.491883000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    327 6.491911000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1851 Win=64943 Len=0
    328 6.492264000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    329 6.492289000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    330 6.492314000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1858 Win=64936 Len=0
    331 6.492655000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    332 6.494477000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    333 6.494516000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1864 Win=64930 Len=0
    334 6.494532000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    335 6.495034000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    336 6.495100000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1866 Win=64928 Len=0
    337 6.495126000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    338 6.495157000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    339 6.495188000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1873 Win=64921 Len=0
    340 6.495496000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    341 6.497139000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    342 6.497211000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1879 Win=64915 Len=0
    343 6.497238000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    344 6.497704000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    345 6.497771000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1881 Win=64913 Len=0
    346 6.497797000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    347 6.498118000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    348 6.498187000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1888 Win=64906 Len=0
    349 6.498212000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    350 6.499897000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    351 6.499970000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1894 Win=64900 Len=0
    352 6.500347000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    353 6.500402000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    354 6.500442000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1896 Win=64898 Len=0
    355 6.500791000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    356 6.500846000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    357 6.500886000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1903 Win=64891 Len=0
    358 6.500910000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    359 6.502676000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    360 6.502742000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1909 Win=64885 Len=0
    361 6.503042000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    362 6.503104000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    363 6.503148000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1911 Win=64883 Len=0
    364 6.503574000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    365 6.503629000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    366 6.503670000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1918 Win=64876 Len=0
    367 6.503695000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    368 6.506088000    192.168.0.1           192.168.0.2           TCP      62     [TCP segment of a reassembled PDU]
    369 6.506156000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1927 Win=64867 Len=0
    370 6.506352000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    371 6.506407000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    372 6.506443000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1929 Win=64865 Len=0
    373 6.506816000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    374 6.506873000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    375 6.506908000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=1900 Ack=1936 Win=64858 Len=0
    376 6.507235000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    377 6.512226000    192.168.0.1           192.168.0.2           TCP      75     [TCP segment of a reassembled PDU]
    378 6.512307000    192.168.0.2           192.168.0.1           TCP      1097   [TCP Window Full] [TCP segment of a reassembled PDU]
    379 6.512333000    192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
    380 6.512650000    192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
    381 6.512682000    192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=2943 Ack=1960 Win=64834 Len=0
